"title","number"
"关于申报2020年度山西省科技成果转化示范基地和示范企业的通知","1421"
"2020年农产品产后处理及初加工装备技术示范项目总体实施方案","1422"
"关于征集2020年重点招商项目的通知","1423"
"关于印发2020年山西省农产品产后初加工装备技术示范项目总体实施方案的通知 ","1424"
"关于举办第九届中国创新创业大赛（山西赛区）比赛的通知","1425"
"晋城市关于印发《全市住建系统“零事故”创建工作指导意见》的通知","1426"
"山西省科技厅关于转发《科技部办公厅关于开展第四批国家专业化众创空间备案示范工作的通知》的通知","1427"
"国家百千万人才工程实施方案","1428"
"山西转型综改示范区政策兑现事项(2020年第十一批)审核结果公示","1429"
"示范区2020年鼓励企业入统和“稳增长”奖励措施","1430"
"关于举办2020年度“创客中国”太原赛区选拔赛的通知","1431"
"长治市人民政府办公室关于统筹推进疫情防控和稳就业工作的通知","1432"
"关于申报新型基础设施建设专项贷款项目的通知","1433"
"关于印发2020年度吕梁市5G规划建设行动计划的通知","1434"
"关于印发《吕梁市大宗旅游接待奖励办法 （试行）》的通知","1435"
"关于印发吕梁市有效应对疫情支持商贸流通企业健康发展的若干措施的通知","1436"
"关于印发吕梁市加快数字政府建设实施方案的通知","1437"
"关于印发吕梁市促进文旅产业复苏的若干措施的通知","1438"
"关于《综改区企业投资项目“一事一议”“一企一策”规定（修订稿）》等三项政策性文件向社会公开征求意见的公告","1439"
"关于2020年度山西省科学技术奖太原市拟提名项目的公示","1440"
"山西省发展和改革委员会关于开展第二批特色产业集聚区试点工作的通知","1441"
"关于2020年度晋中市提名山西省科学技术奖项目的公示","1442"
"关于忻州市第二批产业扶贫贷款风险补偿基金拟入库企业名单的公示","1443"
"忻州市人民政府关于下达忻州市2020年度5G网络建设目标任务的通知","1444"
"阳泉市住房和城乡建设局关于印发《阳泉市建筑施工安全生产专项整治工作方案》","1445"
"长治市人力资源和社会保障局关于加快推进“人人持证、技能社会”建设技能提升培训有关事项的通知","1446"
"长治市人力资源和社会保障局关于推荐2019年度省级创业孵化示范基地和省级创业示范园区名单公示","1447"
"山西省省级会展业发展专项奖补资金管理办法","1448"
"关于组织申报2020年度留学人员科技活动项目择优资助经费的通知","1449"
"国家重点研发计划重点专项2020年度定向项目申报","1450"
"国务院印发关于深化中央财政科技计划（专项、基金等）管理改革方案的通知","1451"
"2020年山西省关键核心技术和共性技术研发攻关专项拟立项项目公示","1452"
"2020年度山西省重点研发计划（高新领域）重点项目拟立项名单公示","1453"
"关于公示2019年度山西省民营科技企业拟备案名单","1454"
"2019年度高新技术企业销售收入首次达规模补助名单公示","1455"
"2020年山西省高技能人才培训基地和技能大师工作室建设项目评选结果公示","1456"
"关于组织参加第十八届中国国际人才交流大会网上大会的通知","1457"
"关于开展2020年全国节能宣传周和全国低碳日活动的通知","1458"
"晋城市人民政府办公室关于印发《晋城市中小企业科技特派员制度(试行)》的通知","1459"
"关于对晋城市人民医院易址扩建项目等24个项目绿色施工示范项目的公示","1460"
"山西转型综合改革示范区关于企业与高校合作项目摸底的通知","1461"
"关于转发《关于推进国家级经济技术开发区创新提升促进高质量发展合作备忘录的通知》的通知","1462"
"35家企业入驻晋源区先进制造产业园","1463"
"朔州市人民政府关于印发进一步做好稳就业工作十项措施的通知","1464"
"朔州市推荐全省3A级和4A级乡村旅游示范村名单公示 ","1465"
"忻州市关于征集第二届全市职业技能竞赛竞赛项目裁判长、裁判的通告","1466"
"“创客中国”长治市“高新区杯”中小企业创新创业大赛正式启动","1467"
"国家重点研发计划“科技助力经济2020专项”拟立项项目公示（山西省）","1468"
"科技部办公厅关于开展第四批国家专业化众创空间备案示范工作的通知","1469"
"太原市第七十八批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1470"
"关于开展太原市信息技术应用创新产业相关信息调查的通知","1471"
"山西省小企业发展促进局关于对我省规下工业企业存活率及用工情况开展定期调查的通知","1472"
"关于示范区创新创业企业（2020年第二批）审核结果的公示","1473"
"关于开展“科技创业带动高质量就业行动”的通知","1474"
"山西省2020年第五批入库科技型中小企业名单公告","1475"
"关于组织申报医疗废物集中处置设施建设项目中央预算内投资（第二批）的通知","1476"
"市场监管总局关于开展2020年中国标准创新贡献奖评选活动的通知","1477"
"2020年度工业节能与绿色标准研究项目征集工作启动","1478"
"阳泉市市级重点科技创新团队（平台)申报","1479"
"阳泉市关于征集市级重点科技创新团队（平台）的通知","1480"
"关于购买“晋城特色农产品直播带货节——线上全民嗨购”活动服务的公告","1481"
"2019年民营企业工业转型项目专项资金拟支持项目名单公示","1482"
"关于拟认定朔州市市级农业产业化龙头企业名单公示 ","1483"
"2020年度山西省科学技术奖朔州市拟提名奖项名单","1484"
"关于下达2020年各县(市、区)能耗总量和强度“双控”目标的通知 ","1485"
"朔州市关于进一步加强劳动用工管理及备案工作的通知 ","1486"
"晋中市关于下达晋中市2020年科技专项资金（第二批）的通知 ","1487"
"关于报送符合环保装备制造业规范条件企业名单的通知 ","1488"
"关于组织开展再生资源综合利用行业规范企业申报工作的通知","1489"
"晋中市2020年市级创业孵化示范基地拟认定名单公示 ","1490"
"第二批工业产品绿色设计示范企业推荐","1491"
"关于召开2020年山西省第一批高新技术企业认定专家评审会的通知","1492"
"山西省商务厅关于做好服务贸易发展项目征集工作的通知","1493"
"山西省人力资源和社会保障厅山西省财政厅关于实施2020年度企业新型学徒制有关问题的通知","1494"
"临汾市关于组织提名2020年度山西省科学技术奖的通知","1495"
"关于征集2020年度临汾市重点研发计划（农业与社会发展领域）项目申报指南建议的通知","1496"
"关于落实临汾市市级众创空间认定奖励资金的通知","1497"
"关于落实2019年度高新技术企业认定奖励政策的通知","1498"
"关于征集2020年度临汾市重点研发计划 （高新领域）项目申报指南建议通知","1499"
"临汾市2020年科技创新券第一期申报","1500"
" 临汾市科技创新券实施细则","1501"
"临汾市关于启动2020年科技创新券工作（第一期）的通知","1502"
"2020年度临汾市科技计划项目申报","1503"
"关于组织申报2020年度临汾市科技计划项目的通知","1504"
"临汾市发明专利奖补喜报","1505"
"关于转发《人力资源社会保障部关于进一步支持和鼓励事业单位科研人员创新创业的指导意见》的通知","1506"
"国家知识产权局关于印发《商标侵权判断标准》的通知","1507"
"关于公布国家技术转移机构考核评价结果的通知","1508"
"关于做好2020年度新材料领域创新成果摸底工作通知","1509"
"刚刚，企策通添新功能，山西最全“政策库”正式上线~","1510"
"2020年全国质量标杆企业申报","1511"
"工业和信息化部办公厅关于做好2020年工业质量品牌建设工作的通知","1512"
"工业和信息化部关于促进制造业产品和服务质量提升的实施意见","1513"
"关于开展2020年全国质量标杆活动的通知","1514"
"山西省工业和信息化厅关于做好2020年全国质量标杆申报和经验交流工作的通知","1515"
"综改区关于转发太原市科技局《关于落实鼓励企业研制填补国内空白重大新产品相关补助政策的通知》的通知","1516"
"山西转型综改示范区政策兑现事项(2020年第十批)审核结果公示","1517"
"山西转型综改示范区政策兑现事项(2020年第九批)审核结果公示","1518"
"关于部分国家技术转移机构名称变更的通知","1519"
"长治市文化和旅游局关于开展2020年“文化和自然遗产日”主题宣传活动的通知","1520"
"【阳泉市】征集双创升级和双创学院培训第三方服务机构开始啦","1521"
"阳泉市科学技术局关于征集2020年“企业管家”服务需求的通知","1522"
"阳泉市关于征集双创升级和双创学院培训第三方服务机构的通知","1523"
"阳泉市全市工业产品质量安全“零事故“创建工作指导方案 ","1524"
"阳泉市文化和旅游局关于2019年大宗旅游接待奖励审核结果的公示","1525"
"阳泉市农业机械化发展中心关于召开全市农机安全工作培训会的通知","1526"
"关于印发晋城市企业技术创新活动全覆盖工作推进方案的通知","1527"
"关于扩大中央财政对地方优势特色农产品保险以奖代补试点范围的通知","1528"
"晋城市商务局购买第三方中介服务中标结果公告","1529"
"晋城市关于对2019年电子商务专项资金支持项目企业名单的公示","1530"
"国家知识产权局印发《关于进一步加强知识产权维权援助工作的指导意见》的通知","1531"
"第二批高校国家知识产权信息服务中心遴选名单公示","1532"
"关于转发《关于进一步强化中小微企业金融服务的指导意见》的通知","1533"
"建设知识产权服务体系，太原市获1.5亿元资金支持","1534"
"山西省文化和旅游厅关于公示国家级非物质文化遗产代表性项目优秀实践案例推荐名单的公告","1535"
"“鼓励科技创业孵化载体提升创新服务能力”政策补助名单公示","1536"
"“2019年度支持企业建设技术创新平台”政策补助名单公示","1537"
"落实《中共太原市委太原市人民政府关于科技创新推动转型升级的若干意见》“鼓励企业产出优秀科技成果”政策奖励名单公示","1538"
"落实《中共太原市委太原市人民政府关于科技创新推动转型升级的若干意见》“引进培育技术转移服务机构”政策奖励名单公示","1539"
"落实《中共太原市委太原市人民政府关于科技创新推动转型升级的若干意见》“鼓励企业主导制定技术标准”政策补助名单公示","1540"
"落实《中共太原市委太原市人民政府关于支持民营经济发展的若干意见》文件“支持民营企业引进转化先进实用技术”政策补助名单公示","1541"
"2019年度民营企业连续两次、三次认定为高新技术企业补助名单公示","1542"
"2019年度第二批、第三批认定的高新技术企业补助名单公示","1543"
"山西省2020年第六批拟入库科技型中小企业名单公示","1544"
"山西五部门转发《中国人民银行银保监会财政部发展改革委工业和信息化部关于加大小微企业信用贷款支持力度的通知》的通知","1545"
"山西五部门转发《中国人民银行银保监会财政部发展改革委工业和信息化部关于进一步对中小微企业贷款实施阶段性延期还本付息的通知》的通知","1546"
"工业和信息化部办公厅关于印发2020年第一批行业标准制修订项目计划的通知","1547"
"两部门关于印发工业通信业职业技能提升行动计划实施方案的通知","1548"
"关于开展季度调查监测的通知","1549"
"山西省商务厅关于建立流通业项目库的通知","1550"
"全省唯一！太原获批国家知识产权运营服务体系建设重点城市","1551"
"太原市第七十七批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1552"
"山西省市场监督管理局关于2020年度省级专利推广实施资助计划拟立项项目公示","1553"
"全省职业技能等级认定企业、试点院校名单公示","1554"
"快速回暖 综改区经济发展向好趋势明显","1555"
"累计匹配上万次，企策通打通政策申报最后一公里","1556"
"山西省小微企业双创基地服务联盟成立大会胜利召开","1557"
"2020年山西省重点研发计划（高新领域）重点项目形式审查结果公示","1558"
"国务院关于落实《政府工作报告》重点工作部门分工的意见","1559"
"太原理工大学牵头申报的“变革性技术关键科学问题基础”国家重点研发计划项目立项","1560"
"省工信厅召开企业创新全覆盖工作推进会","1561"
"关于落实鼓励企业研制填补国内空白重大新产品相关补助政策的通知","1562"
"关于山西省2020年享受国务院政府特殊津贴人员推荐人选的公示","1563"
"山西省市场监督管理局关于下达2018年、2019年1—9月省级专利资助资金的通知","1564"
"山西省市场监督管理局关于第二届山西省专利奖形式审查结果的公示","1565"
"关于鼓励“专精特新”企业及“农业企业+电商+基地”进行规范化股份制改造的通知 ","1566"
"《运城市推进企业技术创新全覆盖行动计划》 政策解读","1567"
"运城市企业技术中心评价工作指南（试行）","1568"
"运城市建立县级企业技术中心暂行办法","1569"
"运城市人民政府办公室关于印发运城市推进企业技术创新全覆盖行动计划的通知","1570"
"2020年度山西省省级现代服务业集聚区名单公示","1571"
"运城市人民政府办公室关于印发运城市推进“标准地”改革实施方案的通知","1572"
"银保监会：督促银行业机构全力为中小微企业解忧纾困","1573"
"关于开展“建言献策‘十四五’，知识产权谱新篇”活动的通知","1574"
"太原市工业和信息化局关于认定2020年度市级中小企业公共服务示范平台的通知","1575"
"2019年省级科技企业孵化器和众创空间认定奖励资金申报","1576"
"关于印发《推动老工业城市工业遗产保护利用实施方案》的通知","1577"
"关于2020年地理标志运用促进工程项目名单的公示","1578"
"关于转发山西省发展和改革委员会《关于做好2020年省级双创示范基地双创建设项目申报工作的通知》的通知","1579"
"关于《山西转型综改示范区促进企业自主创新扶持办法》等7项制度征求意见的通知","1580"
"综改区关于开展2020年太原市工业转型升级发展专项资金奖励项目申报工作的通知","1581"
"综改区关于开展2020年全国质量标杆企业申报工作的通知","1582"
"综改区关于开展第二批工业产品绿色设计示范企业推荐工作的通知","1583"
"科技部办公厅关于加快推动国家科技成果转移转化示范区建设发展的通知","1584"
"关于启用山西转型综改示范区工程建设项目审批管理系统的通告","1585"
"山西省发展和改革委员会关于印发《山西省重点工程项目条件规定》的通知","1586"
"山西省发展和改革委员会关于印发《山西省重点工程项目调整暂行办法》的通知","1587"
"2020年省级重点工程项目（第二批）申报","1588"
"山西省小企业发展促进局2020年度省级中小企业公共服务示范平台认定公示","1589"
"关于转发《山西省科技厅关于转发科技部关于发布国家重点研发计划“煤炭清洁高效利用和新型节能技术”重点专项2020年度定向项目申报指南的通知》的通知","1590"
"长治市失业保险扩面工作暨应急稳岗补贴安排部署会召开","1591"
"阳泉市出台《关于全面实施预算绩效管理的实施办法》","1592"
"关于做好2020年国家高新区吸纳高校毕业生就业创业工作的通知","1593"
"《山西省促进中小企业发展条例（草案）》向社会公开征求意见","1594"
"科技部火炬中心关于开展2020年科技企业孵化器众创空间和国家大学科技园季度监测工作的通知","1595"
"三部门关于组织申报《智慧健康养老产品及服务推广目录（2020年版）》的通知","1596"
"山西省农业农村厅关于2020年度“全国十佳农民”资助项目申报候选人的公示","1597"
"太原市2020年一季度疫情期间规上企业复产增效奖励申报","1598"
"关于征集数字化行业共性解决方案的通知","1599"
"关于公布2020年度国家自然科学基金项目申请初审结果的通告","1600"
"稳就业保民生“长治好工作”现场招聘会6月6日起全面恢复","1601"
"忻州市人力资源和社会保障局关于征集第二届忻州市职业技能大赛比赛赛点的通告","1602"
"关于征集2020年市级第二批就业见习单位的通知公示","1603"
"太原市第七十六批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1604"
"太原市第七十五批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1605"
"2020年度市级中小企业公共服务示范平台认定","1606"
"山西省科协关于2020年度面向社会课题招标的通知","1607"
"重点项目攻关“揭榜挂帅”，山西省科技厅新立项21个揭榜招标项目","1608"
"科技部关于发布国家重点研发计划“煤炭清洁高效利用和新型节能技术”重点专项2020年度定向项目申报指南的通知","1609"
"关于《山西转型综合改革示范区促进金融业发展若干措施（征求意见稿）》向社会公开征求意见的公告","1610"
"山西省文化和旅游厅关于做好2020年度流动文化设施申报工作的通知","1611"
"关于转发国家重点研发计划“煤炭清洁高效利用和新型节能技术”重点专项2020年度定向项目申报指南的通知","1612"
"科技部关于举办第五届中国创新挑战赛的通知","1613"
"山西省市场监督管理局关于下达2020年度第五批山西省地方标准制修订项目计划的通知","1614"
" 朔州市应急管理局关于印发全市非煤矿山行业“零事故”企业创建工作实施方案的通知","1615"
"晋中市人民政府办公室关于印发晋中市百企万户带贫工程实施方案的","1616"
"晋中市规模以上工业企业技术创新全覆盖工作推进方案","1617"
"关于参加全省扶贫龙头企业带贫益贫能力提升培训交流会的通知 ","1618"
"关于报送2020首届“优县良品”推介企业的通知","1619"
"晋中市商务局关于开展2020年全市商务系统“安全生产月”活动的通知","1620"
"山西省林业和草原局山西省发展和改革委员会山西省财政厅关于组织对亚行贷款草原项目规划备选申报工作的通知","1621"
"山西省人民政府办公厅关于印发中国（太原）跨境电子商务综合试验区建设实施方案的通知","1622"
"山西省建设人才强省优化创新生态的若干举措","1623"
"关于《山西转型综合改革示范区支持人才创新创业发展实施办法（征求意见稿）》 向社会公开征求意见的公告","1624"
"政府和社会资本合作项目前期工作专项补助资金管理暂行办法","1625"
"阳泉市2020年第五批拟享受失业保险稳岗返还企业基本情况公示","1626"
"山西省中小企业发展促进会关于征集山西省中小企业发展促进会第四届理事会理事候选人的通知","1627"
"关于认定2020年度晋城市龙头骨干、优秀骨干和骨干建筑业企业的决定","1628"
"综改区关于转发太原市科技局《关于征集太原市“十四五”重大科技项目的通知》的通知","1629"
"2020年度国家中小企业公共服务示范平台认定","1630"
"工业和信息化部办公厅关于组织推荐第二批工业产品绿色设计示范企业的通知","1631"
"关于征集太原市“十四五”重大科技项目的通知","1632"
"关于加大小微企业信用贷款支持力度的通知","1633"
"关于征集“六稳”“六保”政策措施落实有关问题线索和意见建议的公告","1634"
"综改区关于开展第五批制造业单项冠军推荐工作的通知","1635"
"关于开展《建材工业鼓励推广应用的技术和产品目录（2020-2021年本）》修订工作的通知","1636"
"综改区关于征集2020年度国家工业和通信业节能技术装备产品的通知","1637"
"2020年晋源区科技计划项目申报指南","1638"
"国家知识产权局办公室关于开展以信用为基础的分级分类监管试点申报工作的通知","1639"
"第五批制造业单项冠军企业和产品认定","1640"
"工业和信息化部关于印发《制造业单项冠军企业培育提升专项行动实施方案》的通知","1641"
"阳泉市级扶贫龙头企业和扶贫农民专业合作社名单 ","1642"
"2020年高企申报要注意这12个地方！","1643"
"关于山西方胜人力资源服务有限公司申请小微企业吸纳一次性就业补助的人员名单公示","1644"
"关于公开征集山西省司法行政标准化技术委员会委员的通知","1645"
"关于公开征集山西省装备制造业标准化技术委员会铸造分技术委员会委员的通知","1646"
"关于公开征集太原市农业标准化技术委员会委员的通知","1647"
"山西省财政厅关于2019年度 第三批公益性社会团体捐赠税前扣除资格名单的公告","1648"
"工业和信息化部关于深化信息通信领域“放管服”改革的通告","1649"
"关于集成电路设计企业和软件企业2019年度企业所得税汇算清缴适用政策的公告","1650"
"关于拟认定太原市市级创业示范园区的公示","1651"
"关于拟认定太原市市级创业孵化示范基地的公示","1652"
"关于进一步填报和完善大型科研设施与仪器数据信息的通知","1653"
"关于2020年度山西省科技计划揭榜招标项目成功揭榜的公告","1654"
"关于2020年拟确定的知识产权运营服务体系建设重点城市名单的公示","1655"
"忻州市科技创新若干奖励政策申报","1656"
"关于有序恢复线下职业技能培训和鉴定有关工作的通知","1657"
"关于建立晋城市文资委专家库的通知","1658"
"关于2020年度晋城市龙头骨干、优秀骨干和骨干建筑业企业审查意见的公示","1659"
"关于印发《晋城市商务局2020年度创建全国文明城市工作方案》的通知","1660"
"太原市2020年享受政府特殊津贴人选评选推荐结果公示","1661"
" 忻州市科学技术局关于落实科技创新若干奖励政策的通知","1662"
"忻州市科学技术局关于2019年度科技创新券拟兑付情况的公示","1663"
"晋中市市场监督管理局关于深入开展“合同帮农”工作的通知 ","1664"
"综改区关于转发太原市科技局《关于落实鼓励科技创业孵化载体提升创新服务能力相关补助政策的通知》的通知","1665"
"山西转型综改示范区阳曲产业园区科技创新券专项资金(2019年度)兑付名单公示","1666"
"综改区关于《促进科技成果转化扶持办法（征求意见稿）》向社会公开征求意见的公告","1667"
"综改区关于转发太原市科技局《支持民营企业引进转化先进实用技术相关补助政策的通知》的通知","1668"
"综改区关于转发太原市科技局《关于落实引进培育技术转移服务机构补助政策的通知》的通知","1669"
"综改区关于转发太原市科技局《关于落实鼓励企业引进落地国内外先进适用科技成果相关补助政策的通知》的通知","1670"
"综改区关于转发太原市科技局《落实鼓励企业产出优秀科技成果相关补助政策的通知》的通知","1671"
"关于落实鼓励科技创业孵化载体提升创新服务能力相关补助政策的通知","1672"
"2020年首台（套）重大技术装备保险补偿项目建议名单公示","1673"
"山西转型综改示范区政策兑现事项(2020年第八批)审核结果公示","1674"
"关于公布第六批山西省新兴产业领军人才名单的通知","1675"
"关于印发《科技部火炬中心2020年促进技术市场发展及科技成果转化工作要点》的通知","1676"
"科技部关于举办第九届中国创新创业大赛的通知","1677"
"综改区关于开展2020年度（第一批）中国山西留学人员创业园入园申请工作的通知","1678"
"山西省转型项目建设领导小组办公室关于做好2020年转型项目建设相关工作的通知","1679"
"山西省转型项目建设领导小组办公室关于2019年全省转型项目建设年工作情况的的通报","1680"
"山西省转型项目建设领导小组办公室关于1-3月全省转型项目建设工作情况的通报","1681"
"关于申报2020年省级重点工程项目（第二批）的通知","1682"
"关于进一步规范使用国际金融组织和外国政府贷款投资项目招标投标活动的通知","1683"
"山西转型综合改革示范区创新创业企业专家评审会时间安排的通知","1684"
"综改区关于转发太原市科技局《关于落实连续三年纳入国家科技型中小企业信息库民营企业相关补助政策的通知》的通知","1685"
"综改区关于转发太原市科技局《关于落实连续第二次、第三次认定为高新技术企业民营企业相关补助政策的通知》的通知","1686"
"综改区关于转发太原市科技局《关于落实高新技术企业销售收入首次达规模相关补助政策的通知》的通知","1687"
"综改区关于转发太原市科技局《关于落实2020年纳入国家科技型中小企业信息库企业相关补助政策的通知》的通知","1688"
"综改区关于转发太原市科技局《关于落实“鼓励企业加大研发投入”相关补助政策的通知》的通知","1689"
"综改区关于转发太原市科技局《关于对2019年度第二批、第三批认定的高新技术企业落实相关补助政策的通知》的通知","1690"
"山西转型综合改革示范区双创载体专家评审会时间安排的通知","1691"
"综改区关于落实鼓励企业主导制定技术标准相关补助政策的通知","1692"
"关于转发山西综改示范区管委会《关于统筹推进疫情防控稳就业工作的实施意见》的通知","1693"
"山西省数字经济领域专家库成员征集","1694"
"关于印发山西省加快推进数字经济发展的实施意见和若干政策的通知","1695"
"关于落实连续三年纳入国家科技型中小企业信息库民营企业相关补助政策的通知","1696"
"关于落实连续第二次、第三次认定为高新技术企业民营企业相关补助政策的通知","1697"
"关于落实2020年纳入国家科技型中小企业信息库企业相关补助政策的通知","1698"
"关于落实“鼓励企业加大研发投入”相关补助政策的通知","1699"
"关于落实高新技术企业销售收入首次达规模相关补助政策的通知","1700"
"关于对2019年度第二批、第三批认定的高新技术企业落实相关补助政策的通知","1701"
"关于做好2020年电子商务进农村综合示范县申报工作的通知","1702"
"太原市第七十四批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1703"
"太原市第七十三批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1704"
"关于开展外贸主体孵化培育工作的通知","1705"
"关于协助做好关于举办第四届“中国创翼”创业创新大赛《山西选拔赛暨2020年山西省星火项目创业大赛及创业系列活动的通知》的通知","1706"
"关于做好2019年度市级创业孵化示范基地市级创业示范园区组织推荐和评估认定工作的通知","1707"
"关于转发《省人社厅省财政厅省农业农村厅<关于推动返乡入乡创业工作的实施意见>的通知》的通知","1708"
"关于进一步做好创业载体建设工作的通知","1709"
"太原市创业担保贷款政策问答","1710"
"创业担保贷款政策须知","1711"
"关于扩大政策覆盖范围进一步做好创业担保贷款借款人资格核实工作的通知","1712"
"关于征集2020年度国家标准制修订计划项目的通知","1713"
"关于印发《太原市创业担保贷款借款人资格核实工作操作实施办法》的通知","1714"
"太原市关于转发《省人社厅关于进一步做好创业担保贷款借款人资格核实工作的通知》的通知","1715"
"关于落实《中共太原市委太原市人民政府关于支持民营经济发展的若干意见》“支持民营企业引进转化先进实用技术”相关补助政策的通知","1716"
"关于落实鼓励企业引进落地国内外先进适用科技成果相关补助政策的通知","1717"
"关于落实引进培育技术转移服务机构补助政策的通知","1718"
"关于落实鼓励企业产出优秀科技成果相关补助政策的通知","1719"
"关于落实鼓励企业主导制定技术标准相关补助政策的通知","1720"
"太原市2020年享受政府特殊津贴人选评选推荐结果公示","1721"
"山西省小企业发展促进局关于推荐2020年度国家中小企业公共服务示范平台的通知","1722"
"关于征集2020年全国大众创业万众创新活动周主题展示项目的通知","1723"
"山西省科学技术厅参加全国2020年高新技术企业认定管理工作会","1724"
"工业通信业重大项目征集","1725"
"关于专项支持工业通信业重大项目有关工作的通知","1726"
"山西转型综改示范区政策兑现事项(2020年第七批)审核结果公示","1727"
"科技部火炬中心关于组织报送“稳就业、保主体、抓亮点”相关工作情况的通知","1728"
"科技部火炬中心关于开展2019年度国家级科技企业孵化器考核评价工作的通知","1729"
"《山西省创新驱动高质量发展条例》自7月1日起施行","1730"
"太原市科学技术局关于科技创新前引导类项目验收工作的通知","1731"
"综改区关于转发《山西省商务厅关于组织开展2021年度开发区建设发展专项资金项目申报工作的通知》的通知","1732"
"山西省商务厅关于组织开展2021年度开发区建设发展专项资金项目申报工作的通知","1733"
"山西省2020年第四批入库科技型中小企业名单公告","1734"
"关于组织参加太原市“筑梦太原竞业职场”综改区专场网络招聘活动的通知","1735"
"关于2020年太原市享受政府特殊津贴技能人才选拔推荐的公示","1736"
"政府工作报告（文字实录）","1737"
"晋中市企业服务中心关于印发2018年服务市级优势企业、转型项目行动计划的通知","1738"
"晋中市服务“百强千企万户”复工复产工作方案","1739"
"晋中市财政支持企业复工复产有关政策​","1740"
"晋中市关于阶段性降低市城区非居民用气价格支持企业复工复产的通知","1741"
"晋中市关于阶段性降低市城区住宿和餐饮行业自来水价格、非居民管道天然气价格的通知","1742"
"晋中市支持民营经济发展二十五条","1743"
"晋中市市政企业技术中心管理办法","1744"
"省工信厅原材料行业专家库专家征集","1745"
"阳泉市标准化助推高质量发展奖励项目申报","1746"
"阳泉市城区人民政府办公室关于印发阳泉市城区标准化助推高质量发展奖励办法的通知","1747"
"绝不让薪酬变成“薪愁”——中国首部保障农民工工资权益的专门性法规5月起施行","1748"
"关于开展阳泉市标准化助推高质量发展奖励项目申报的通知","1749"
"阳泉市关于发布《市级专业标准化技术委员会管理办法》的公告","1750"
"阳泉市农业机械化发展中心关于印发2020年农机安全生产工作要点的通知 ","1751"
"晋城市商务局关于2020年引进高层次人才的公告","1752"
"朔州市科学技术局创建全国双拥模范城宣传方案","1753"
"累计匹配上万次，企策通打通政策申报最后一公里","1754"
"为太原增强创业优势 太原同创谷引进高新项目21个","1755"
"山西综改示范区关于2020年享受政府特殊津贴人员推荐名单的公示","1756"
"山西省商务厅关于做好2019年度对外直接投资统计年报工作的通知","1757"
"山西省2020年第五批拟入库科技型中小企业名单公示","1758"
"《太原市促进外来投资财政奖补办法》政策解读","1759"
"晋中市工业技术改造专项引导资金管理办法","1760"
"晋中市加快5G产业发展行动计划（2020-2022 年）","1761"
"科技创新券实施管理细则（试行）","1762"
"晋中市引进高层次人才实施办法","1763"
"晋中市品牌创新成果扶持培育管理办法","1764"
"晋中市精益管理和标准创新分级评定管理办法","1765"
"山西转型综合改革示范区晋中开发区新一轮骨干企业培大育强扶持办法","1766"
"山西转型综合改革示范区晋中开发区发展总部经济扶持办法","1767"
"晋中市经济和信息化委员会关于印发《晋中市企业技术中心认定评价工作指南（试行）》的通知","1768"
"关于组织开展2019年晋中市工业技术改造专项引导资金项目申报工作的通知","1769"
"晋中市科技局关于落实2018年度高新技术企业奖励政策的通知","1770"
"关于开展晋中市2018年度创新券试点工作的通知","1771"
"山西省人社厅关于第六批山西省院士工作站建站申报工作的通知","1772"
"关于开展晋中市第三批引进高层次人才“551计划”申报工作的通知","1773"
"关于申报2020年度省级文化产业发展专项资金项目的通知","1774"
"关于开展2020年晋中市质量攻关活动的通知","1775"
"山西转型综合改革示范区晋中开发区企业(项目)入驻工业标准厂房管理暂行办法","1776"
"关于印发山西转型综合改革示范区晋中开发区新一轮骨干企业培大育强扶持办法的通知","1777"
"晋中市人民政府关于印发晋中市改革和创新招商引资工作方案的通知","1778"
"山西省重点工程领导组办公室关于1－4月份全省重点工程项目进展情况的通报","1779"
"综改区关于开展创业担保贷款借款人资格核实工作的通知","1780"
"2020年省本级企业稳岗补贴公示","1781"
"关于组织申报2020年标准厂房项目基本建设投资计划的通知","1782"
"综改区关于做好2020年第二季“最美时代新人榜”推荐工作的通知","1783"
"综改区关于开展2020年一季度疫情期间规上企业复产增效奖励工作的通知","1784"
"2020年国家技术创新示范企业认定","1785"
"关于印发《技术创新示范企业认定管理办法（试行）》的通知","1786"
"关于确定2020年晋城市“专精特新”中小企业的通知","1787"
"太原市工业和信息化局关于组织申报2020年一季度疫情期间规上企业复产增效奖励的通知","1788"
"关于申报2020年度省筹资金资助出国留学人员和2020年度省筹资金资助回国留学人员科研项目的通知","1789"
"山西省商务厅关于2020年度省级外贸企业孵化中心相关事项的通知","1790"
"综改区关于转发《关于征集2020年全国大众创业万众创新活动周主题展示项目的通知》的通知","1791"
"太原市举办第四届“中国创翼”创业创新大赛太原选拔赛","1792"
"太原市第七十二批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1793"
" 关于组织召开2020年（第27批）国家企业技术中心申报审核会的通知","1794"
"缓解中小企业融资难担保难 晋源区银企对接精准扶持","1795"
"关于选派2020年深度贫困县乡镇科技特派员的通知","1796"
